,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters
12220,CGX.TO,Cineplex Inc,True,Americas
12221,PCB.OQ,PCB Bancorp,True,Americas
12222,KRO.N,Kronos Worldwide Inc,True,Americas
12223,GBLI.N,Global Indemnity Group LLC,True,Americas
12224,NRG.N,NRG Energy Inc,True,Americas
12225,RCG.TO,RF Capital Group Inc,True,Americas
12226,NNI.N,Nelnet Inc,True,Americas
12227,CMP.N,Compass Minerals International Inc,True,Americas
12228,SGQ.V,SouthGobi Resources Ltd,True,Americas
12229,TPX.N,Tempur Sealy International Inc,True,Americas
12230,MEIP.OQ,MEI Pharma Inc,True,Americas
12231,PIPR.N,Piper Sandler Companies,True,Americas
12232,VFF.OQ,Village Farms International Inc,True,Americas
12233,EXP.N,Eagle Materials Inc,True,Americas
12234,ONCT.OQ,Oncternal Therapeutics Inc,True,Americas
12235,AIZ.N,Assurant Inc,True,Americas
12236,DYAI.OQ,Dyadic International Inc,True,Americas
12237,HTH.N,Hilltop Holdings Inc,True,Americas
12238,AX_u.TO,Artis Real Estate Investment Trust,True,Americas
12239,ORMP.OQ,Oramed Pharmaceuticals Inc,True,Americas
12240,MCHX.OQ,Marchex Inc,True,Americas
12241,CFW.TO,Calfrac Well Services Ltd,True,Americas
12242,EQB.TO,EQB Inc,True,Americas
12243,BWEN.OQ,Broadwind Inc,True,Americas
12244,ADEN.TO,ADENTRA Inc,True,Americas
12245,SBNY.PK,Signature Bank,True,Americas
12246,UCTT.OQ,Ultra Clean Holdings Inc,True,Americas
12247,CUTR.OQ,Cutera Inc,True,Americas
12248,ABR.N,Arbor Realty Trust Inc,True,Americas
12249,BDGI.TO,Badger Infrastructure Solutions Ltd,True,Americas
12250,RPI_u.TO,Richards Packaging Income Fund,True,Americas
12251,MFIC.OQ,MidCap Financial Investment Corp,True,Americas
12252,CENCOSUD.SN,Cencosud SA,True,Americas
12253,AGO.N,Assured Guaranty Ltd,True,Americas
12254,CYTK.OQ,Cytokinetics Inc,True,Americas
12255,SANB3.SA,Banco Santander Brasil SA,True,Americas
12256,DBM.TO,Doman Building Materials Group Ltd,True,Americas
12257,AFN.TO,Ag Growth International Inc,True,Americas
12258,GNW.N,Genworth Financial Inc,True,Americas
12259,ANGO.OQ,AngioDynamics Inc,True,Americas
12260,ALNY.OQ,Alnylam Pharmaceuticals Inc,True,Americas
12261,LBTYA.OQ,Liberty Global Ltd,True,Americas
12262,BECN.OQ,Beacon Roofing Supply Inc,True,Americas
12263,CBRE.N,CBRE Group Inc,True,Americas
12264,SFL.N,SFL Corporation Ltd,True,Americas
12265,AUSOm.BA,Autopistas del Sol SA,True,Americas
12266,NYMT.OQ,New York Mortgage Trust Inc,True,Americas
12267,CRM.N,Salesforce Inc,True,Americas
12268,VVI.N,Viad Corp,True,Americas
12269,TMUS.OQ,T-Mobile US Inc,True,Americas
12270,GOLL4.SA,Gol Linhas Aereas Inteligentes SA,True,Americas
12271,CF.TO,Canaccord Genuity Group Inc,True,Americas
12272,CG.TO,Centerra Gold Inc,True,Americas
12273,HOMEX.MX,Desarrolladora Homex SAB de CV,True,Americas
12274,BWFG.OQ,Bankwell Financial Group Inc,True,Americas
12275,DPZ.N,Domino's Pizza Inc,True,Americas
12276,GYRE.OQ,Gyre Therapeutics Inc,True,Americas
12277,MPWR.OQ,Monolithic Power Systems Inc,True,Americas
12278,BLKB.OQ,Blackbaud Inc,True,Americas
12279,TCRT.OQ,Alaunos Therapeutics Inc,True,Americas
12280,PSEC.OQ,Prospect Capital Corp,True,Americas
12281,ENS.N,EnerSys,True,Americas
12282,MNKD.OQ,MannKind Corp,True,Americas
12283,WEF.TO,Western Forest Products Inc,True,Americas
12284,CVGI.OQ,Commercial Vehicle Group Inc,True,Americas
12285,STXS.A,Stereotaxis Inc,True,Americas
12286,TXRH.OQ,Texas Roadhouse Inc,True,Americas
12287,ORA.N,Ormat Technologies Inc,True,Americas
12288,BCML.OQ,BayCom Corp,True,Americas
12289,DLR.N,Digital Realty Trust Inc,True,Americas
12290,MKTX.OQ,Marketaxess Holdings Inc,True,Americas
12291,KRG.N,Kite Realty Group Trust,True,Americas
12292,WLK.N,Westlake Corp,True,Americas
12293,EXR.N,Extra Space Storage Inc,True,Americas
12294,GOOGL.OQ,Alphabet Inc,True,Americas
12295,CNS.N,Cohen & Steers Inc,True,Americas
12296,PIF.TO,Polaris Renewable Energy Inc,True,Americas
12297,INVA.OQ,Innoviva Inc,True,Americas
12298,MTEM.OQ,Molecular Templates Inc,True,Americas
12299,HURN.OQ,Huron Consulting Group Inc,True,Americas
12300,GSIT.OQ,GSI Technology Inc,True,Americas
12301,BXC.N,Bluelinx Holdings Inc,True,Americas
12302,CUBE.N,CubeSmart,True,Americas
12303,MNTX.OQ,Manitex International Inc,True,Americas
12304,KRNY.OQ,Kearny Financial Corp,True,Americas
12305,GKP.L,Gulf Keystone Petroleum Ltd,True,Americas
12306,BBW.N,Build-A-Bear Workshop Inc,True,Americas
12307,CPFE3.SA,CPFL Energia SA,True,Americas
12308,ARCC.OQ,Ares Capital Corp,True,Americas
12309,SALFACORP.SN,SalfaCorp SA,True,Americas
12310,SHO.N,Sunstone Hotel Investors Inc,True,Americas
12311,XPEL.OQ,Xpel Inc,True,Americas
12312,MOS.N,Mosaic Co,True,Americas
12313,CYRX.OQ,Cryoport Inc,True,Americas
12314,GRND3.SA,Grendene SA,True,Americas
12315,MPW.N,Medical Properties Trust Inc,True,Americas
12316,PSIX.PK,Power Solutions International Inc,True,Americas
12317,NWE.OQ,NorthWestern Energy Group Inc,True,Americas
12318,IFC.TO,Intact Financial Corp,True,Americas
12319,BFIN.OQ,BankFinancial Corp,True,Americas
12320,CE.N,Celanese Corp,True,Americas
12321,PSSA3.SA,Porto Seguro SA,True,Americas
12322,INBK.OQ,First Internet Bancorp,True,Americas
12323,SPOK.OQ,Spok Holdings Inc,True,Americas
12324,DASA3.SA,Diagnosticos da America SA,True,Americas
12325,ULH.OQ,Universal Logistics Holdings Inc,True,Americas
12326,WEX.N,WEX Inc,True,Americas
12327,HUN.N,Huntsman Corp,True,Americas
12328,WTI.N,W&T Offshore Inc,True,Americas
12329,EXLS.OQ,Exlservice Holdings Inc,True,Americas
12330,CNSL.OQ,Consolidated Communications Holdings Inc,True,Americas
12331,LVS.N,Las Vegas Sands Corp,True,Americas
12332,SIDERC1.LM,Empresa Siderurgica del Peru SAA,True,Americas
12333,HLF.N,Herbalife Ltd,True,Americas
12334,AX.N,Axos Financial Inc,True,Americas
12335,TBBK.OQ,Bancorp Inc,True,Americas
12336,LAZ.N,Lazard Inc,True,Americas
12337,VIRX.OQ,Viracta Therapeutics Inc,True,Americas
12338,DLB.N,Dolby Laboratories Inc,True,Americas
12339,MNOV.OQ,MediciNova Inc,True,Americas
12340,RAIL.OQ,FreightCar America Inc,True,Americas
12341,MDGL.OQ,Madrigal Pharmaceuticals Inc,True,Americas
12342,GBVLAC1.LM,Grupo BVL SAA,True,Americas
12343,EYPT.OQ,EyePoint Pharmaceuticals Inc,True,Americas
12344,KBL.TO,K-Bro Linen Inc,True,Americas
12345,DXCM.OQ,Dexcom Inc,True,Americas
12346,MORN.OQ,Morningstar Inc,True,Americas
12347,RLGT.A,Radiant Logistics Inc,True,Americas
12348,PBH.N,Prestige Consumer Healthcare Inc,True,Americas
12349,AMTX.OQ,Aemetis Inc,True,Americas
12350,VNRX.A,VolitionRX Ltd,True,Americas
12351,BLDR.N,Builders FirstSource Inc,True,Americas
12352,ZUMZ.OQ,Zumiez Inc,True,Americas
12353,CTRN.OQ,Citi Trends Inc,True,Americas
12354,DRH.N,Diamondrock Hospitality Co,True,Americas
12355,DBI.N,Designer Brands Inc,True,Americas
12356,ALTO.OQ,Alto Ingredients Inc,True,Americas
12357,ICE.N,Intercontinental Exchange Inc,True,Americas
12358,LINC.OQ,Lincoln Educational Services Corp,True,Americas
12359,ATRC.OQ,AtriCure Inc,True,Americas
12360,EVRI.N,Everi Holdings Inc,True,Americas
12361,WAL.N,Western Alliance Bancorp,True,Americas
12362,RENT3.SA,Localiza Rent a Car SA,True,Americas
12363,U_u.TO,Sprott Physical Uranium Trust,True,Americas
12364,GLP.N,Global Partners LP,True,Americas
12365,RBC.N,RBC Bearings Inc,True,Americas
12366,BCC.N,Boise Cascade Co,True,Americas
12367,CTSO.OQ,Cytosorbents Corp,True,Americas
12368,CF.N,CF Industries Holdings Inc,True,Americas
12369,AIF.TO,Altus Group Ltd,True,Americas
12370,THS.N,TreeHouse Foods Inc,True,Americas
12371,GTE.A,Gran Tierra Energy Inc,True,Americas
12372,FSP.A,Franklin Street Properties Corp,True,Americas
12373,CJT.TO,Cargojet Inc,True,Americas
12374,HTGC.N,Hercules Capital Inc,True,Americas
12375,WBD.OQ,Warner Bros Discovery Inc,True,Americas
12376,AIM.TO,Aimia Inc,True,Americas
12377,PZA.TO,Pizza Pizza Royalty Corp,True,Americas
12378,FNF.N,Fidelity National Financial Inc,True,Americas
12379,RIPLEY.SN,Ripley Corp SA,True,Americas
12380,ACR.N,Acres Commercial Realty Corp,True,Americas
12381,PPX.V,PPX Mining Corp,True,Americas
12382,EXPE.OQ,Expedia Group Inc,True,Americas
12383,WSBF.OQ,Waterstone Financial Inc,True,Americas
12384,OPBK.OQ,OP Bancorp,True,Americas
12385,TSAT.OQ,Telesat Corp,True,Americas
12386,IRBT.OQ,iRobot Corp,True,Americas
12387,OFLX.OQ,Omega Flex Inc,True,Americas
12388,PBL.TO,Pollard Banknote Ltd,True,Americas
12389,ACCO.N,ACCO Brands Corp,True,Americas
12390,BTGN.PK,Bitcoin Generation Inc,True,Americas
12391,BKD.N,Brookdale Senior Living Inc,True,Americas
12392,CCO.N,Clear Channel Outdoor Holdings Inc,True,Americas
12393,CROX.OQ,Crocs Inc,True,Americas
12394,UAA.N,Under Armour Inc,True,Americas
12395,AMP.N,Ameriprise Financial Inc,True,Americas
12396,MNSB.OQ,MainStreet Bancshares Inc,True,Americas
12397,LDOS.N,Leidos Holdings Inc,True,Americas
12398,ET.N,Energy Transfer LP,True,Americas
12399,KOP.N,Koppers Holdings Inc,True,Americas
12400,IDEALB1.MX,Impulsora del Desarrollo y el Empleo en America Latina SAB de CV,True,Americas
12401,MA.N,Mastercard Inc,True,Americas
12402,DHT.N,DHT Holdings Inc,True,Americas
12403,IAM.SN,Inversiones Aguas Metropolitanas SA,True,Americas
12404,ALT.OQ,Altimmune Inc,True,Americas
12405,FBIZ.OQ,First Business Financial Services Inc,True,Americas
12406,CLMT.OQ,Calumet Inc,True,Americas
12407,SK.SN,Sigdo Koppers SA,True,Americas
12408,HEES.OQ,H&E Equipment Services Inc,True,Americas
12409,ENGIEC1.LM,ENGIE Energia Peru SA,True,Americas
12410,CSAN3.SA,Cosan SA,True,Americas
12411,CMG.N,Chipotle Mexican Grill Inc,True,Americas
12412,LQDT.OQ,Liquidity Services Inc,True,Americas
12413,URE.TO,Ur-Energy Inc,True,Americas
12414,CPA.N,Copa Holdings SA,True,Americas
12415,LRE.L,Lancashire Holdings Ltd,True,Americas
12416,AXTELCPO.MX,Axtel SAB de CV,True,Americas
12417,LYV.N,Live Nation Entertainment Inc,True,Americas
12418,TDG.N,TransDigm Group Inc,True,Americas
12419,UEC.A,Uranium Energy Corp,True,Americas
12420,VNDA.OQ,Vanda Pharmaceuticals Inc,True,Americas
12421,NOG.N,Northern Oil and Gas Inc,True,Americas
12422,BTB_u.TO,BTB Real Estate Investment Trust,True,Americas
12423,CHR.TO,Chorus Aviation Inc,True,Americas
12424,CEU.TO,CES Energy Solutions Corp,True,Americas
12425,UAL.OQ,United Airlines Holdings Inc,True,Americas
12426,CSMG3.SA,Companhia de Saneamento de Minas Gerais COPASA MG,True,Americas
12427,TOTS3.SA,Totvs SA,True,Americas
12428,ADN.TO,Acadian Timber Corp,True,Americas
12429,ZNOG.PK,Zion Oil and Gas Inc,True,Americas
12430,CRR_u.TO,Crombie Real Estate Investment Trust,True,Americas
12431,MWA.N,Mueller Water Products Inc,True,Americas
12432,LUC.TO,Lucara Diamond Corp,True,Americas
12433,ATEC.OQ,Alphatec Holdings Inc,True,Americas
12434,DK.N,Delek US Holdings Inc,True,Americas
12435,LUNA.OQ,Luna Innovations Inc,True,Americas
12436,GAPB.MX,Grupo Aeroportuario del Pacifico SAB de CV,True,Americas
12437,AVXL.OQ,Anavex Life Sciences Corp,True,Americas
12438,SNCR.OQ,Synchronoss Technologies Inc,True,Americas
12439,VLID3.SA,Valid Solucoes SA,True,Americas
12440,GPRE.OQ,Green Plains Inc,True,Americas
12441,HOMB.N,Home BancShares Inc,True,Americas
12442,CVLT.OQ,Commvault Systems Inc,True,Americas
12443,EQTL3.SA,Equatorial SA,True,Americas
12444,POR.N,Portland General Electric Co,True,Americas
12445,PTCT.OQ,PTC Therapeutics Inc,True,Americas
12446,WILD.TO,WildBrain Ltd,True,Americas
12447,CSU.TO,Constellation Software Inc,True,Americas
12448,KBR.N,KBR Inc,True,Americas
12449,EHTH.OQ,eHealth Inc,True,Americas
12450,LMAT.OQ,LeMaitre Vascular Inc,True,Americas
12451,GPRK.N,GeoPark Ltd,True,Americas
12452,BWO.OL,BW Offshore Ltd,True,Americas
12453,CODI.N,Compass Diversified Holdings,True,Americas
12454,QRTEA.OQ,Qurate Retail Inc,True,Americas
12455,LOCO.OQ,El Pollo Loco Holdings Inc,True,Americas
12456,ACQ.TO,AutoCanada Inc,True,Americas
12457,IESC.OQ,IES Holdings Inc,True,Americas
12458,WRN.TO,Western Copper and Gold Corp,True,Americas
12459,ICFI.OQ,ICF International Inc,True,Americas
12460,EVR.N,Evercore Inc,True,Americas
12461,GFAMSAA.MX,Grupo Famsa SAB de CV,True,Americas
12462,KALU.OQ,Kaiser Aluminum Corp,True,Americas
12463,FOLD.OQ,Amicus Therapeutics Inc,True,Americas
12464,NXDT.N,NexPoint Diversified Real Estate Trust,True,Americas
12465,ALGT.OQ,Allegiant Travel Co,True,Americas
12466,ET.TO,Evertz Technologies Ltd,True,Americas
12467,WSP.TO,WSP Global Inc,True,Americas
12468,MULT3.SA,Multiplan Empreendimentos Imobiliarios SA,True,Americas
12469,SDE.TO,Spartan Delta Corp,True,Americas
12470,APPS.OQ,Digital Turbine Inc,True,Americas
12471,FN.TO,First National Financial Corp,True,Americas
12472,INFU.A,InfuSystem Holdings Inc,True,Americas
12473,DEI.N,Douglas Emmett Inc,True,Americas
12474,SPR.N,Spirit AeroSystems Holdings Inc,True,Americas
12475,FSLR.OQ,First Solar Inc,True,Americas
12476,NECB.OQ,Northeast Community Bancorp Inc,True,Americas
12477,CFX.TO,Canfor Pulp Products Inc,True,Americas
12478,GTLS.N,Chart Industries Inc,True,Americas
12479,TNL.N,Travel + Leisure Co,True,Americas
12480,HRI.N,Herc Holdings Inc,True,Americas
12481,GSAT.A,Globalstar Inc,True,Americas
12482,ORA.TO,Aura Minerals Inc,True,Americas
12483,DXT.TO,Dexterra Group Inc,True,Americas
12484,CELH.OQ,Celsius Holdings Inc,True,Americas
12485,CPRX.OQ,Catalyst Pharmaceuticals Inc,True,Americas
12486,FRST.OQ,Primis Financial Corp,True,Americas
12487,WLDN.OQ,Willdan Group Inc,True,Americas
12488,EBS.N,Emergent BioSolutions Inc,True,Americas
12489,MDIA3.SA,M Dias Branco SA Industria e Comercio de Alimentos,True,Americas
12490,HBI.N,HanesBrands Inc,True,Americas
12491,NLST.PK,Netlist Inc,True,Americas
12492,BYRN.OQ,Byrna Technologies Inc,True,Americas
12493,ODPV3.SA,Odontoprev SA,True,Americas
12494,CLNE.OQ,Clean Energy Fuels Corp,True,Americas
12495,OMAB.MX,Grupo Aeroportuario del Centro Norte SAB de CV,True,Americas
12496,GORO.A,Gold Resource Corp,True,Americas
12497,XXII.OQ,22nd Century Group Inc,True,Americas
12498,WU.N,Western Union Co,True,Americas
12499,NIC.N,Nicolet Bankshares Inc,True,Americas
12500,BDI.TO,Black Diamond Group Ltd,True,Americas
12501,CVI.N,CVR Energy Inc,True,Americas
12502,OC.N,Owens Corning,True,Americas
12503,AVAV.OQ,AeroVironment Inc,True,Americas
12504,TAEE11.SA,Transmissora Alianca de Energia Eletrica S/A,True,Americas
12505,AWI.N,Armstrong World Industries Inc,True,Americas
12506,NCMI.OQ,National Cinemedia Inc,True,Americas
12507,AC.TO,Air Canada,True,Americas
12508,CSIQ.OQ,Canadian Solar Inc,True,Americas
12509,PRIM.N,Primoris Services Corp,True,Americas
12510,SONDA.SN,Sonda SA,True,Americas
12511,SMCI.OQ,Super Micro Computer Inc,True,Americas
12512,PRTS.OQ,Carparts.Com Inc,True,Americas
12513,BBDC.N,Barings BDC Inc,True,Americas
12514,ATHXQ.PK,Athersys Inc,True,Americas
12515,SBH.N,Sally Beauty Holdings Inc,True,Americas
12516,POSI3.SA,Positivo Tecnologia SA,True,Americas
12517,ARAY.OQ,Accuray Inc,True,Americas
12518,FORUS.SN,Forus SA,True,Americas
12519,ALAMG.PA,Auplata Mining Group SA,True,Americas
12520,IBKR.OQ,Interactive Brokers Group Inc,True,Americas
12521,EIG.N,Employers Holdings Inc,True,Americas
12522,ESSA.OQ,ESSA Bancorp Inc,True,Americas
12523,GRBK.N,Green Brick Partners Inc,True,Americas
12524,TFSL.OQ,TFS Financial Corp,True,Americas
12525,CQP.N,Cheniere Energy Partners LP,True,Americas
12526,PFIE.OQ,Profire Energy Inc,True,Americas
12527,GLDD.OQ,Great Lakes Dredge & Dock Corp,True,Americas
12528,PDGR3.SA,PDG Realty SA Empreendimentos e Participacoes,True,Americas
12529,GLRE.OQ,Greenlight Capital Re Ltd,True,Americas
12530,SMTO3.SA,Sao Martinho SA,True,Americas
12531,III.OQ,Information Services Group Inc,True,Americas
12532,HROW.OQ,Harrow Inc,True,Americas
12533,CNK.N,Cinemark Holdings Inc,True,Americas
12534,ESGR.OQ,Enstar Group Ltd,True,Americas
12535,TTGT.OQ,TechTarget Inc,True,Americas
12536,JHSF3.SA,JHS F Participacoes SA,True,Americas
12537,PODD.OQ,Insulet Corp,True,Americas
12538,MTA.V,Metalla Royalty & Streaming Ltd,True,Americas
12539,INFN.OQ,Infinera Corp,True,Americas
12540,CARE.OQ,Carter Bankshares Inc,True,Americas
12541,REI.A,Ring Energy Inc,True,Americas
12542,EVEN3.SA,Even Construtora e Incorporadora S/A,True,Americas
12543,JBSS3.SA,JBS SA,True,Americas
12544,BR.N,Broadridge Financial Solutions Inc,True,Americas
12545,FRBA.OQ,FIRST BANK (Hamilton),True,Americas
12546,BX.N,Blackstone Inc,True,Americas
12547,EGIOQ.PK,Edgio Inc,True,Americas
12548,DFS.N,Discover Financial Services,True,Americas
12549,TIPT.OQ,Tiptree Inc,True,Americas
12550,SCOR.OQ,Comscore Inc,True,Americas
12551,CIU_pa.TO,CU Inc,True,Americas
12552,DHX.N,DHI Group Inc,True,Americas
12553,PRO.N,Pros Holdings Inc,True,Americas
12554,ENGI4.SA,Energisa SA,True,Americas
12555,FLNG.OL,FLEX LNG Ltd,True,Americas
12556,PNNT.N,Pennantpark Investment Corp,True,Americas
12557,LLFLQ.PK,LL Flooring Holdings Inc,True,Americas
12558,DAL.N,Delta Air Lines Inc,True,Americas
12559,LULU.OQ,Lululemon Athletica Inc,True,Americas
12560,ORN.N,Orion Group Holdings Inc,True,Americas
12561,CDXC.OQ,Chromadex Corp,True,Americas
12562,ACM.N,AECOM,True,Americas
12563,BGS.N,B&G Foods Inc,True,Americas
12564,G.N,Genpact Ltd,True,Americas
12565,MELI.OQ,MercadoLibre Inc,True,Americas
12566,MAIN.N,Main Street Capital Corp,True,Americas
12567,GENN.PK,Genesis Healthcare Inc,True,Americas
12568,ENSG.OQ,Ensign Group Inc,True,Americas
12569,TRS.OQ,TriMas Corp,True,Americas
12570,SLCE3.SA,SLC Agricola SA,True,Americas
12571,EZTC3.SA,EZ TEC Empreendimentos e Participacoes SA,True,Americas
12572,ABCB4.SA,Banco ABC Brasil SA,True,Americas
12573,EQX.A,Equinox Gold Corp,True,Americas
12574,SSL.TO,Sandstorm Gold Ltd,True,Americas
12575,MRFG3.SA,Marfrig Global Foods SA,True,Americas
12576,BEEF3.SA,Minerva SA,True,Americas
12577,MRVE3.SA,MRV Engenharia e Participacoes SA,True,Americas
12578,BPATm.BA,Banco Patagonia SA,True,Americas
12579,IVQu.TO,Invesque Inc,True,Americas
12580,MDXG.OQ,MiMedx Group Inc,True,Americas
12581,OGC.TO,OceanaGold Corp,True,Americas
12582,NWBO.PK,Northwest Biotherapeutics Inc,True,Americas
12583,BVC.CN,Bolsa de Valores de Colombia SA,True,Americas
12584,BRSR6.SA,Banco do Estado do Rio Grande do Sul SA,True,Americas
12585,KKR.N,KKR & Co Inc,True,Americas
12586,FORA.OQ,Forian Inc,True,Americas
12587,ULTA.OQ,Ulta Beauty Inc,True,Americas
12588,OLA.TO,Orla Mining Ltd,True,Americas
12589,ATNM.A,Actinium Pharmaceuticals Inc,True,Americas
12590,YDUQ3.SA,YDUQS Participacoes SA,True,Americas
12591,ACB.TO,Aurora Cannabis Inc,True,Americas
12592,LRN.N,Stride Inc,True,Americas
12593,DXCO3.SA,Dexco SA,True,Americas
12594,MSCI.N,MSCI Inc,True,Americas
12595,BIP.N,Brookfield Infrastructure Partners LP,True,Americas
12596,APEI.OQ,American Public Education Inc,True,Americas
12597,AMER3.SA,Americanas SA - Em Recuperacao Judicial,True,Americas
12598,IMVIF.PK,IMV Inc,True,Americas
12599,TITN.OQ,Titan Machinery Inc,True,Americas
12600,CIM.N,Chimera Investment Corp,True,Americas
12601,OESX.OQ,Orion Energy Systems Inc,True,Americas
12602,TEND3.SA,Construtora Tenda S/A,True,Americas
12603,AROC.N,Archrock Inc,True,Americas
12604,FFNW.OQ,First Financial Northwest Inc,True,Americas
12605,ECO.CN,Ecopetrol SA,True,Americas
12606,AWK.N,American Water Works Company Inc,True,Americas
12607,SVI.TO,Storagevault Canada Inc,True,Americas
12608,TDC.N,Teradata Corp,True,Americas
12609,BPAN4.SA,Banco Pan SA,True,Americas
12610,AMC.N,AMC Entertainment Holdings Inc,True,Americas
12611,MARK.PK,Remark Holdings Inc,True,Americas
12612,FINDEP.MX,Financiera Independencia SAB de CV SOFOM ENR,True,Americas
12613,GCLAm.BA,Grupo Clarin SA,True,Americas
12614,SSNC.OQ,SS&C Technologies Holdings Inc,True,Americas
12615,DIRR3.SA,Direcional Engenharia SA,True,Americas
12616,MEGACPO.MX,Megacable Holdings SAB de CV,True,Americas
12617,ENEV3.SA,Eneva SA,True,Americas
12618,CDNA.OQ,CareDx Inc,True,Americas
12619,INE.TO,Innergex Renewable Energy Inc,True,Americas
12620,ROIC.OQ,Retail Opportunity Investments Corp,True,Americas
12621,BTO.TO,B2Gold Corp,True,Americas
12622,ACIC.OQ,American Coastal Insurance Corp,True,Americas
12623,FN.N,Fabrinet,True,Americas
12624,V.N,Visa Inc,True,Americas
12625,VNP.TO,5N Plus Inc,True,Americas
12626,FNV.TO,Franco-Nevada Corp,True,Americas
12627,ARR.N,ARMOUR Residential REIT Inc,True,Americas
12628,KW.N,Kennedy-Wilson Holdings Inc,True,Americas
12629,TNK.N,Teekay Tankers Ltd,True,Americas
12630,FOR.N,Forestar Group Inc,True,Americas
12631,IPI.N,Intrepid Potash Inc,True,Americas
12632,FLNT.OQ,Fluent Inc,True,Americas
12633,COLUF.PK,Colossus Minerals Inc,True,Americas
12634,DAN.N,Dana Inc,True,Americas
12635,SATS.OQ,EchoStar Corp,True,Americas
12636,ENOV.N,Enovis Corp,True,Americas
12637,OMER.OQ,Omeros Corp,True,Americas
12638,FAF.N,First American Financial Corp,True,Americas
12639,PM.N,Philip Morris International Inc,True,Americas
12640,HYPE3.SA,Hypera SA,True,Americas
12641,CNVI.V,Conavi Medical Corp,True,Americas
12642,AGNC.OQ,AGNC Investment Corp,True,Americas
12643,AYTU.OQ,Aytu Biopharma Inc,True,Americas
12644,UAN.N,CVR Partners LP,True,Americas
12645,KDP.OQ,Keurig Dr Pepper Inc,True,Americas
12646,AMPE.PK,Ampio Pharmaceuticals Inc,True,Americas
12647,HI.N,Hillenbrand Inc,True,Americas
12648,IRDM.OQ,Iridium Communications Inc,True,Americas
12649,ERII.OQ,Energy Recovery Inc,True,Americas
12650,SII.TO,Sprott Inc,True,Americas
12651,FRES.L,Fresnillo PLC,True,Americas
12652,NX.N,Quanex Building Products Corp,True,Americas
12653,CDXS.OQ,Codexis Inc,True,Americas
12654,B3SA3.SA,B3 SA Brasil Bolsa Balcao,True,Americas
12655,BLNK.OQ,Blink Charging Co,True,Americas
12656,JBT.N,John Bean Technologies Corp,True,Americas
12657,MHLD.OQ,Maiden Holdings Ltd,True,Americas
12658,BEEM.OQ,Beam Global,True,Americas
12659,IOVA.OQ,Iovance Biotherapeutics Inc,True,Americas
12660,AYA.TO,Aya Gold & Silver Inc,True,Americas
12661,LOPE.OQ,Grand Canyon Education Inc,True,Americas
12662,GWRS.OQ,Global Water Resources Inc,True,Americas
12663,CTIOm.BA,Consultatio SA,True,Americas
12664,BOLSAA.MX,Bolsa Mexicana de Valores SAB de CV,True,Americas
12665,LABB.MX,Genomma Lab Internacional SAB de CV,True,Americas
12666,HBCP.OQ,Home Bancorp Inc,True,Americas
12667,MG.N,Mistras Group Inc,True,Americas
12668,OCSL.OQ,Oaktree Specialty Lending Corp,True,Americas
12669,PROP.OQ,Prairie Operating Co,True,Americas
12670,FF.N,FutureFuel Corp,True,Americas
12671,LAAC.N,Lithium Americas (Argentina) Corp,True,Americas
12672,CLW.N,Clearwater Paper Corp,True,Americas
12673,ZWS.N,Zurn Elkay Water Solutions Corp,True,Americas
12674,SEM.N,Select Medical Holdings Corp,True,Americas
12675,MYRG.OQ,MYR Group Inc,True,Americas
12676,TREE.OQ,Lendingtree Inc,True,Americas
12677,VRSK.OQ,Verisk Analytics Inc,True,Americas
12678,IBIO.A,Ibio Inc,True,Americas
12679,MRC.N,MRC Global Inc,True,Americas
12680,FURY.TO,Fury Gold Mines Ltd,True,Americas
12681,CYB.TO,Cymbria Corp,True,Americas
12682,HCI.N,Hci Group Inc,True,Americas
12683,MHH.A,Mastech Digital Inc,True,Americas
12684,LAB.OQ,Standard BioTools Inc,True,Americas
12685,MDVLQ.PK,MedAvail Holdings Inc,True,Americas
12686,FSFG.OQ,First Savings Financial Group Inc,True,Americas
12687,DMRC.OQ,Digimarc Corp,True,Americas
12688,MMATQ.PK,Meta Materials Inc,True,Americas
12689,AD_u.TO,Alaris Equity Partners Income Trust,True,Americas
12690,VRTS.N,Virtus Investment Partners Inc,True,Americas
12691,TNXP.OQ,Tonix Pharmaceuticals Holding Corp,True,Americas
12692,OPI.OQ,Office Properties Income Trust,True,Americas
12693,CPX.TO,Capital Power Corp,True,Americas
12694,TBNK.OQ,Territorial Bancorp Inc,True,Americas
12695,WKHS.OQ,Workhorse Group Inc,True,Americas
12696,PMT.N,PennyMac Mortgage Investment Trust,True,Americas
12697,STWD.N,Starwood Property Trust Inc,True,Americas
12698,ENJOY.SN,Enjoy SA,True,Americas
12699,IVR.N,Invesco Mortgage Capital Inc,True,Americas
12700,VTGN.OQ,Vistagen Therapeutics Inc,True,Americas
12701,VUZI.OQ,Vuzix Corp,True,Americas
12702,VATE.N,Innovate Corp,True,Americas
12703,ARI.N,Apollo Commercial Real Estate Finance Inc,True,Americas
12704,ADUS.OQ,Addus Homecare Corp,True,Americas
12705,TOON.A,Kartoon Studios Inc,True,Americas
12706,RILY.OQ,B Riley Financial Inc,True,Americas
12707,H.N,Hyatt Hotels Corp,True,Americas
12708,FTNT.OQ,Fortinet Inc,True,Americas
12709,DG.N,Dollar General Corp,True,Americas
12710,DOL.TO,Dollarama Inc,True,Americas
